eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
200301260005,5.0,,,Combination,
200301280001,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200301290002,1.0,,,,
200302070003,2.0,1.0,,Successful Rescue,2.0
200302080001,3.0,,,,
200302080006,6.0,1.0,,Combination,2.0
200302100009,3.0,4.0,,Successful Rescue,3.0
200302120001,5.0,,2.0,Combination,2.0
200302130001,100.0,,,,
200302130002,5.0,,1474.0,Combination,0.0
200302130003,1.0,,,,
200302150002,2.0,,,Combination,
200302230003,,,,Hostage(s) released by perpetrators,
200303030003,7.0,,,,
200303040007,6.0,,,,
200303080006,14.0,,14.0,Combination,14.0
200303080008,2.0,,180.0,Combination,14.0
200303140003,9.0,4.0,,Combination,7.0
200303150005,4.0,,,Combination,2.0
200303230008,1.0,,18.0,Hostage(s) released by perpetrators,1.0
200303260007,3.0,,,,
200303270004,1.0,,,,
200303270007,4.0,,,Combination,3.0
200303310003,8.0,2.0,,Hostage(s) released by perpetrators,8.0
200304090003,,,,,
200304090004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200304120002,3.0,3.0,,Hostage(s) released by perpetrators,3.0
200304120003,1.0,12.0,,Hostage(s) released by perpetrators,1.0
200304130002,1.0,,113.0,Hostage(s) escaped (not during rescue attempt),1.0
200304190002,8.0,,,,
200304190003,267.0,,14.0,Hostage(s) released by perpetrators,267.0
200304210001,1.0,0.0,5.0,Hostage(s) killed (not during rescue attempt),0.0
200304270002,9.0,1.0,0.0,Hostage(s) released by perpetrators,9.0
200305040001,15.0,,,Combination,
200305050010,3.0,0.0,379.0,Attempted Rescue,
200305060001,4.0,,,Combination,4.0
200305100001,44.0,,,,3.0
200306150003,11.0,,,Successful Rescue,4.0
200306150005,83.0,,,,
200306160003,4.0,,,,
200306160004,65.0,,,,
200306230001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200306240003,56.0,,,Combination,23.0
200307010002,4.0,,,Hostage(s) released by perpetrators,2.0
200307010004,3.0,,,,
200307100005,5.0,,,Combination,1.0
200307270004,169.0,,,,
200307270005,1.0,,,,
200309010001,,,,,
200309010002,,,,,
200309200002,5.0,,1.0,Hostage(s) killed (not during rescue attempt),
200309230003,,,,Successful Rescue,
200310100003,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200310170001,2.0,,1.0,Hostage(s) released by perpetrators,2.0
200311010003,2.0,,,,
200311020001,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
200311050005,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
200311080001,4.0,,,,
200311120001,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
200311140002,1.0,,,,
200311170001,9.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200311190003,18.0,,7.0,Successful Rescue,18.0
200311270003,7.0,,5.0,Combination,5.0
200311270007,7.0,,,Successful Rescue,7.0
200312010001,5.0,,,,
200312060001,2.0,,18.0,Hostage(s) released by perpetrators,2.0
200312150001,4.0,,2.0,Hostage(s) released by perpetrators,4.0
200312220002,1.0,3.0,,Hostage(s) released by perpetrators,1.0
200400110001,3.0,,6.0,Hostage(s) released by perpetrators,3.0
200401050004,1.0,,,Hostage(s) released by perpetrators,1.0
200401080004,10.0,,,,
200401140002,6.0,,,Combination,2.0
200401310005,1.0,6.0,,Hostage(s) killed (not during rescue attempt),
200403050001,2.0,,,,
200403110002,183.0,,,Hostage(s) released by perpetrators,183.0
200403180003,14.0,,,Combination,7.0
200403220002,8.0,,5.0,Hostage(s) killed (not during rescue attempt),
200404040002,2.0,14.0,,Hostage(s) released by perpetrators,2.0
200404050001,1.0,,6.0,Hostage(s) released by perpetrators,1.0
200404070001,1.0,,9.0,Hostage(s) released by perpetrators,1.0
200404070002,2.0,,,Combination,1.0
200404080002,42.0,,21.0,Hostage(s) released by perpetrators,42.0
200404080003,7.0,9.0,,Hostage(s) released by perpetrators,7.0
200404090001,3.0,,7.0,Hostage(s) released by perpetrators,3.0
200404090004,2.0,,50.0,Combination,1.0
200404100001,4.0,,56.0,Combination,3.0
200404100003,3.0,,6.0,Hostage(s) killed (not during rescue attempt),0.0
200404110002,2.0,,4.0,Hostage(s) released by perpetrators,2.0
200404130001,3.0,,410.0,Hostage(s) killed (not during rescue attempt),0.0
200404140005,2.0,,4.0,Hostage(s) released by perpetrators,2.0
200404160005,5.0,,,,
200404220001,,,,Hostage(s) released by perpetrators,
200405090002,1.0,,28.0,Hostage(s) killed (not during rescue attempt),0.0
200405100001,2.0,,7.0,Hostage(s) released by perpetrators,2.0
200405230001,10.0,,,,
200405280001,2.0,,1.0,Hostage(s) killed (not during rescue attempt),2.0
200405290002,50.0,22.0,,Combination,50.0
200406160003,8.0,,,,
200406180001,1.0,,,Hostage(s) killed (not during rescue attempt),
200406220001,1.0,,,Hostage(s) killed (not during rescue attempt),
200406260008,3.0,,3.0,Hostage(s) released by perpetrators,3.0
200406300002,12.0,,,,
200407070003,1.0,,13.0,Hostage(s) released by perpetrators,1.0
200407080002,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200407110005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200407160001,1.0,2.0,,Hostage(s) released by perpetrators,1.0
200407210001,6.0,,,,
200407240003,1.0,,,,
200407250007,1.0,,2.0,Hostage(s) released by perpetrators,1.0
200407260006,2.0,,14.0,Hostage(s) released by perpetrators,2.0
200407280005,3.0,,8.0,Hostage(s) released by perpetrators,3.0
200407290004,1.0,,4.0,Hostage(s) released by perpetrators,1.0
200407300005,3.0,,,Hostage(s) released by perpetrators,3.0
200407310001,2.0,,4.0,Hostage(s) released by perpetrators,2.0
200408010012,1.0,,,,
200408040004,6.0,,,,
200408050001,,,,,
200408080001,1.0,,,,
200408130002,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200408200005,12.0,,11.0,Hostage(s) killed (not during rescue attempt),0.0
200408240001,46.0,,,Hostage(s) killed (not during rescue attempt),0.0
200408240002,44.0,,,Hostage(s) killed (not during rescue attempt),0.0
200408270001,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
200408270002,5.0,,,,
200409010002,1200.0,,3.0,Combination,856.0
200409020003,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
200409030003,2.0,,,Successful Rescue,2.0
200409070001,4.0,,11.0,Hostage(s) released by perpetrators,4.0
200409100002,3.0,,,Hostage(s) escaped (not during rescue attempt),3.0
200409160002,3.0,,,,
200409160004,1.0,,,,
200409180003,1.0,,,,
200409230004,2.0,,,,
200409250001,2.0,,,,
200409250002,6.0,,,,
200410020002,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200410060003,1.0,,,Attempted Rescue,0.0
200410080005,1.0,,0.0,Hostage(s) killed (not during rescue attempt),
200410090004,12.0,,,,
200410090005,2.0,,,Hostage(s) released by perpetrators,2.0
200410110011,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
200410180002,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200410190001,1.0,,30.0,Hostage(s) killed (not during rescue attempt),0.0
200410240004,1.0,,6.0,Hostage(s) released by perpetrators,1.0
200410270002,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
200410280001,11.0,,,Hostage(s) killed (not during rescue attempt),0.0
200410280002,3.0,,27.0,Hostage(s) released by perpetrators,3.0
200410280005,1.0,,24.0,Hostage(s) released by perpetrators,1.0
200411010005,6.0,,311.0,Combination,6.0
200411010009,1.0,,,,
200411020002,1.0,,,,
200411110003,3.0,,10.0,Hostage(s) released by perpetrators,3.0
200411190003,1.0,,,,
200411280001,1.0,,,,
200412050003,1.0,,,,
200412120002,1.0,,,,
200412140002,3.0,,,,
200412190001,12.0,,,,
200501010002,10.0,,3.0,,
200501020007,2.0,,,,
200501040001,207.0,,1.0,Hostage(s) released by perpetrators,207.0
200501050005,1.0,,,,0.0
200501050008,2000.0,,,,
200501100003,3.0,,,,
200501130002,1.0,,167.0,Hostage(s) released by perpetrators,1.0
200501130013,1.0,,,,
200501130014,4.0,,,,
200501170001,13.0,,,,
200501170005,1.0,,,Hostage(s) released by perpetrators,1.0
200501180001,1.0,,16.0,Hostage(s) released by perpetrators,1.0
200502040001,3.0,,28.0,Hostage(s) released by perpetrators,3.0
200502060001,4.0,,,,
200502250006,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
200502280001,17.0,,,,
200503010003,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200503060006,1.0,,,Hostage(s) killed (not during rescue attempt),
200503070004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200503120004,1.0,,,,
200503130007,,,0.0,Hostage(s) released by perpetrators,
200503170005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200503180004,1.0,,6.0,,
200503230004,1.0,,,,
200503250001,1.0,,,,
200503280010,1.0,,,,
200503290004,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
200504010011,15.0,,,,
200504050004,1.0,,,,
200504070004,1.0,2.0,,Hostage(s) killed (not during rescue attempt),
200504090012,1.0,,15.0,Hostage(s) released by perpetrators,1.0
200504100003,1.0,,,,
200504100004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200504100009,1.0,,,,
200504110008,1.0,,,,
200504140009,35.0,,,,
200504150002,6.0,,,Hostage(s) released by perpetrators,6.0
200504200007,1.0,,,,
200504280010,1.0,,,Hostage(s) killed (not during rescue attempt),
200504300009,1.0,,47.0,Successful Rescue,1.0
200505010006,1.0,,45.0,Successful Rescue,1.0
200505060007,6.0,,,,
200505080005,6.0,,,Hostage(s) killed (not during rescue attempt),
200505090005,1.0,,20.0,Hostage(s) killed (not during rescue attempt),0.0
200505100001,13.0,,2.0,Hostage(s) released by perpetrators,13.0
200505100007,6.0,,16.0,Hostage(s) killed (not during rescue attempt),99.0
200505140007,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200505150010,2.0,,,,
200505150016,2.0,,3.0,Hostage(s) killed (not during rescue attempt),
200505160002,1.0,,24.0,Hostage(s) released by perpetrators,1.0
200505170006,2.0,,,Hostage(s) killed (not during rescue attempt),
200505190006,6.0,,4.0,Combination,2.0
200505230001,50.0,,,,
200505240001,6.0,,,,
200505240007,10.0,,4.0,Hostage(s) killed (not during rescue attempt),
200505240008,3.0,,44.0,Hostage(s) released by perpetrators,3.0
200505280006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200505280009,2.0,,,,
200505290010,1.0,2.0,,Hostage(s) killed (not during rescue attempt),0.0
200506060007,4.0,,,,
200506090003,1.0,,,,
200506150002,6.0,,3.0,Hostage(s) released by perpetrators,6.0
200506160001,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200506160002,6.0,,2.0,Hostage(s) released by perpetrators,6.0
200506180008,13.0,,,,
200506190003,8.0,,,,
200506280004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200507010003,1.0,,,,
200507010011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200507020007,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
200507040004,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200507050013,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
200507060021,,1.0,,Combination,
200507080001,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200507100006,6.0,,,Hostage(s) killed (not during rescue attempt),0.0
200507110009,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200507120008,,1.0,0.0,Hostage(s) released by perpetrators,
200507130011,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
200507140009,6.0,,1.0,Combination,5.0
200507210003,2.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
200507210004,6.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200507210010,3.0,,,Hostage(s) killed (not during rescue attempt),
200507240004,3.0,,,,
200507270001,4.0,,3.0,Combination,1.0
200507280008,2.0,,,Combination,1.0
200507290003,2.0,7.0,,Hostage(s) released by perpetrators,2.0
200507300003,7.0,,1.0,Hostage(s) released by perpetrators,7.0
200507300004,1.0,,,,
200508020001,2.0,,,Hostage(s) killed (not during rescue attempt),1.0
200508020007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508020009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508020016,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
200508030005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508030006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508080006,3.0,,,Successful Rescue,3.0
200508100001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508100007,1.0,,,,
200508110007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508110009,1.0,,,Hostage(s) released by perpetrators,1.0
200508130002,16.0,,9.0,Hostage(s) released by perpetrators,16.0
200508130005,1.0,,9.0,Hostage(s) killed (not during rescue attempt),0.0
200508140006,1.0,,11.0,Hostage(s) released by perpetrators,1.0
200508140008,1.0,,,Hostage(s) released by perpetrators,1.0
200508140009,1.0,,8.0,Hostage(s) released by perpetrators,1.0
200508150001,5.0,,4.0,Hostage(s) released by perpetrators,5.0
200508190001,3.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
200508200002,6.0,,,Combination,5.0
200508200006,1.0,,,,
200508210004,1.0,,,,
200508210006,2.0,,,,
200508250003,36.0,,,Hostage(s) killed (not during rescue attempt),0.0
200508280004,2.0,,,,
200508310001,2.0,,4.0,Hostage(s) killed (not during rescue attempt),
200509070002,1.0,,,,
200509190004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200509200002,400.0,,,,
200509210001,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200510010003,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200510020002,55.0,,,,
200510020003,55.0,,,,
200510020004,55.0,,,,
200510020005,55.0,,,,
200510020006,55.0,,,,
200510020007,55.0,,,,
200510130001,,,1.0,Successful Rescue,
200510170005,1.0,,,,
200510190004,1.0,,2.0,Hostage(s) released by perpetrators,1.0
200510230002,200.0,,,,
200510240004,1.0,,,,
200510240005,1.0,,,,
200511160003,2.0,,,,
200511190005,4.0,,,Combination,
200511210002,2.0,,1.0,Hostage(s) released by perpetrators,2.0
200512010002,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200512080001,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
200512080002,2.0,,12.0,Successful Rescue,2.0
200512140006,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200512170003,400.0,,,,
200512180004,4.0,,,,
200512210001,2.0,,3.0,Hostage(s) released by perpetrators,2.0
200512220006,3.0,,,,
200512250003,,,,,
200512260004,2.0,,,,
200512290001,6.0,,2.0,Hostage(s) released by perpetrators,5.0
200512290004,3.0,,,Hostage(s) released by perpetrators,3.0
200601050007,9.0,,4.0,,
200601070004,1.0,,82.0,Hostage(s) released by perpetrators,1.0
200601110001,4.0,,,,
200601110003,1.0,6.0,,Hostage(s) killed (not during rescue attempt),
200601110004,2.0,,,,
200601160003,50.0,,,,
200601160005,35.0,,1.0,Combination,
200601180005,2.0,,,,
200601180006,1.0,,,Hostage(s) released by perpetrators,1.0
200601190010,3.0,,4.0,Combination,2.0
200601220009,5.0,,,Hostage(s) released by perpetrators,5.0
200601220010,3.0,1.0,,Hostage(s) escaped (not during rescue attempt),3.0
200601230016,20.0,,,Combination,3.0
200601230024,1.0,,,,
200601240020,4.0,,100.0,Hostage(s) released by perpetrators,2.0
200601250004,1.0,,,,
200601250005,1.0,,,,
200601260009,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200601290006,5.0,,,,
200601300007,,1.0,,Hostage(s) released by perpetrators,
200601310006,29.0,,7.0,Hostage(s) released by perpetrators,29.0
200601900010,3.0,,5.0,Combination,2.0
200602010001,2.0,,,,
200602020004,1.0,,,,
200602020010,1.0,1.0,,Hostage(s) released by perpetrators,1.0
200602020027,6.0,,,,
200602030012,3.0,,,,
200602040004,2.0,,,Combination,1.0
200602040011,3.0,,2.0,Hostage(s) released by perpetrators,3.0
200602040012,1.0,,,,
200602040013,1.0,,,,
200602040016,2.0,,5.0,Hostage(s) released by perpetrators,2.0
200602050003,1.0,,,Hostage(s) released by perpetrators,1.0
200602050008,1.0,,,,
200602080001,30.0,,,Hostage(s) released by perpetrators,29.0
200602080003,10.0,,,Combination,
200602090003,1.0,,2.0,Hostage(s) released by perpetrators,1.0
200602090011,1.0,,,,
200602100001,11.0,,,Combination,3.0
200602100002,1.0,,,,
200602100013,1.0,12.0,,Hostage(s) released by perpetrators,1.0
200602110002,3.0,,,,
200602110003,151.0,,,,
200602110006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
200602120001,1.0,,,,
200602130014,2.0,,,Hostage(s) killed (not during rescue attempt),
200602130016,1.0,,2.0,,1.0
200602180012,1.0,,1.0,Successful Rescue,1.0
200602190017,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
200602190019,1.0,,,,
200602200017,1.0,,,Hostage(s) killed (not during rescue attempt),
200602220006,12.0,,,Hostage(s) killed (not during rescue attempt),
200602220007,3.0,,,Hostage(s) killed (not during rescue attempt),
200602220010,1.0,,,,
200602230007,1.0,,,,
200602240015,3.0,,,,
200602270008,5.0,,,,
200603040004,1.0,,,Hostage(s) released by perpetrators,1.0
200603040006,1.0,1.0,,,1.0
200603070002,22.0,,,,
200603080001,50.0,,,,
200603120005,2.0,,,,
200603130013,2.0,,,,
200603130014,2.0,,,,
200603160001,9.0,22.0,1.0,Hostage(s) released by perpetrators,9.0
200603160003,11.0,,,Combination,
200603160006,7.0,,194.0,Hostage(s) released by perpetrators,7.0
200603160007,3.0,,,,
200604010016,50.0,,,,
200604010018,1.0,,,,
200604010024,1.0,,,,
200604010032,1.0,,,,
200604020025,2.0,2.0,,Hostage(s) released by perpetrators,2.0
200604020026,4.0,,,Combination,3.0
200604020030,1.0,,,,
200604020032,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
200604030025,2.0,,13.0,Hostage(s) released by perpetrators,2.0
200604030039,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200604040016,25.0,,117.0,Hostage(s) released by perpetrators,25.0
200604040023,1.0,,,,
200604040025,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200604050003,4.0,,,Combination,2.0
200604050020,28.0,,14.0,Combination,19.0
200604050025,1.0,,1.0,Hostage(s) released by perpetrators,1.0
200604050026,2.0,,,,
200604080005,,2.0,,Hostage(s) released by perpetrators,
200604080013,1.0,,,,
200604090005,4.0,,,Hostage(s) released by perpetrators,4.0
200604090011,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
200604100001,,,,Combination,
200604100013,1.0,3.0,,Hostage(s) released by perpetrators,1.0
200604100016,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200604100017,118.0,,,Hostage(s) released by perpetrators,118.0
200604100024,9.0,,,,
200604100031,1.0,,,,
200604110008,7.0,,,Combination,4.0
200604110009,2.0,,,,
200604120018,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
200604120030,1.0,,,,
200604120031,1.0,,,,
200604120033,6.0,,,,
200604130010,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
200604130015,10.0,,1.0,Combination,3.0
200604130021,2.0,,,,
200604150002,1.0,,,,
200604150011,,,,,
200604220002,4.0,,,,4.0
200604220004,1.0,,,,
200604250002,37.0,,,,
200604280005,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
200604300001,15.0,,,Combination,2.0
200605010001,1.0,,3.0,Hostage(s) killed (not during rescue attempt),
200605010006,2.0,,,,
200605010015,28.0,,,Combination,
200605040005,1.0,12.0,,Hostage(s) killed (not during rescue attempt),
200605100004,3.0,,2.0,Hostage(s) escaped (not during rescue attempt),0.0
200605110007,1.0,,1.0,,
200605120004,3.0,,1.0,,
200605140003,1.0,,1.0,Hostage(s) killed (not during rescue attempt),
200605160006,1.0,,,,
200605190005,11.0,23.0,,Hostage(s) released by perpetrators,
200605200003,5.0,,9.0,Hostage(s) killed (not during rescue attempt),0.0
200605210001,3.0,,1.0,Combination,2.0
200605220007,3.0,,,,
200605250001,3.0,,3.0,Hostage(s) killed (not during rescue attempt),
200605250003,1.0,,1.0,Hostage(s) killed (not during rescue attempt),
200605280004,16.0,,,,
200606020001,8.0,,,,
200606030001,4.0,,,,
200606040003,4.0,,,,
200606050001,50.0,,,,
200606070001,6.0,,,,
200606120005,14.0,,,Combination,
200606160001,10.0,,,,
200606220004,1.0,,1.0,Hostage(s) killed (not during rescue attempt),
200607010006,8.0,,,Combination,
200607020009,8.0,,,,
200607020015,4.0,,,,
200607030012,6.0,,,,
200607040007,20.0,12.0,,Combination,
200607050019,1.0,,3.0,Hostage(s) released by perpetrators,1.0
200607060019,1.0,,4.0,Hostage(s) released by perpetrators,1.0
