eventid,gname
201207210011,Taliban
201207210017,Lashkar-e-Jhangvi
201207210017,Tehrik-i-Taliban Pakistan (TTP)
201207210022,Garo National Liberation Army
201207220002,Ansar Bayt al-Maqdis (Ansar Jerusalem)
201207220013,Taliban
201207220016,Communist Party of India - Maoist (CPI-Maoist)
201207220029,Al-Shabaab
201207220031,Taliban
201207220032,Boko Haram
201207220035,Tolib Ayombekov loyalists
201207220037,Revolutionary Armed Forces of Colombia (FARC)
201207230006,Al-Qaida in Iraq
201207230007,Al-Qaida in Iraq
201207230008,Al-Qaida in Iraq
201207230009,Al-Qaida in Iraq
201207230010,Al-Qaida in Iraq
201207230011,Al-Qaida in Iraq
201207230012,Al-Qaida in Iraq
201207230013,Al-Qaida in Iraq
201207230014,Al-Qaida in Iraq
201207230015,Al-Qaida in Iraq
201207230016,Taliban
201207230017,Al-Qaida in Iraq
201207230018,Al-Qaida in Iraq
201207230021,Al-Qaida in Iraq
201207230022,Al-Qaida in Iraq
201207230023,Al-Qaida in Iraq
201207230024,Al-Qaida in Iraq
201207230025,Al-Qaida in Iraq
201207230026,Al-Qaida in Iraq
201207230027,Al-Qaida in Iraq
201207230028,Al-Qaida in Iraq
201207230031,Al-Qaida in Iraq
201207230032,Al-Qaida in Iraq
201207230033,Al-Qaida in Iraq
201207230034,Al-Qaida in Iraq
201207230035,Al-Qaida in Iraq
201207230036,Al-Qaida in Iraq
201207230037,Al-Qaida in Iraq
201207230038,Al-Qaida in Iraq
201207230039,Al-Qaida in Iraq
201207230040,Al-Qaida in Iraq
201207230041,Al-Qaida in Iraq
201207230042,Al-Qaida in Iraq
201207230044,Al-Qaida in Iraq
201207230045,Al-Qaida in Iraq
201207230046,Al-Qaida in Iraq
201207230047,Al-Qaida in Iraq
201207230048,Al-Qaida in Iraq
201207230050,Taliban
201207230054,All Nepal National Free Student Union-Revolutionary
201207230059,Brigade of al-Mukhtar al-Thaqafi
201207230060,Communist Party of India - Maoist (CPI-Maoist)
201207230061,Communist Party of India - Maoist (CPI-Maoist)
201207230063,Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)
201207230065,Al-Shabaab
201207240003,Tehrik-i-Taliban Pakistan (TTP)
201207240004,Tehrik-i-Taliban Pakistan (TTP)
201207240010,Taliban
201207240017,Lashkar-e-Jhangvi
201207240027,Maoists
201207240031,National Liberation Army of Colombia (ELN)
201207240032,National Liberation Army of Colombia (ELN)
201207250001,Runda Kumpulan Kecil (RKK)
201207250002,Boko Haram
201207250003,Boko Haram
201207250005,Taliban
201207250006,Al-Shabaab
201207250010,Al-Qaida in Iraq
201207250018,Al-Qaida in the Arabian Peninsula (AQAP)
201207260005,Taliban
201207260007,Separatists
201207260008,New People's Army (NPA)
201207270009,Kurdistan Workers' Party (PKK)
201207270020,Al-Qaida in the Arabian Peninsula (AQAP)
201207280005,Taliban
201207280007,Separatists
201207280012,Maoists
201207280014,Boko Haram
201207290001,Abida Tribe
201207290003,Abu Sayyaf Group (ASG)
201207290005,Taliban
201207290006,Taliban
201207290007,Taliban
201207290021,Maoists
201207290022,Ansar al-Dine (Mali)
201207290025,Boko Haram
201207290032,Al-Shabaab
201207300001,Boko Haram
201207300002,Boko Haram
201207300011,Al-Qaida in the Arabian Peninsula (AQAP)
201207300013,Boko Haram
201207300014,Boko Haram
201207300017,Garo National Liberation Army
201207300018,Communist Party of India- Marxist
201207300020,Boko Haram
201207300021,Boko Haram
201207310002,Al-Qaida in Iraq
201207310003,Al-Qaida in Iraq
201207310006,Al-Qaida in Iraq
201207310019,Free Syrian Army
201207310036,Akhil Terai Mukti Morcha (ATMM)
201208010001,Al-Shabaab
201208010003,Indian Mujahideen
201208010004,Indian Mujahideen
201208010005,Indian Mujahideen
201208010006,Indian Mujahideen
201208010007,Indian Mujahideen
201208010008,Indian Mujahideen
201208010013,United Baloch Army (UBA)
201208010014,United Baloch Army (UBA)
201208010015,Tehrik-i-Taliban Pakistan (TTP)
201208010017,Hamas (Islamic Resistance Movement)
201208010018,Al-Qaida in the Arabian Peninsula (AQAP)
201208010020,Boko Haram
201208010021,Boko Haram
201208010023,Taliban
201208010028,Dissident Republicans
201208010030,Taliban
201208010049,People's Protection Units (YPG)
201208010051,Al-Shabaab
201208020013,Garo National Liberation Army
201208020029,Lashkar-e-Taiba (LeT)
201208030001,Taliban
201208030003,Al-Shabaab
201208030010,Boko Haram
201208030013,Revolutionary Armed Forces of Colombia (FARC)
201208030017,Maoists
201208030018,Mayi Mayi
201208030020,Mayi Mayi
201208030021,Mayi Mayi
201208030022,Taliban
201208030029,Tehrik-i-Taliban Pakistan (TTP)
201208030030,Tehrik-i-Taliban Pakistan (TTP)
201208030031,Taliban
201208030032,Taliban
201208030033,Taliban
201208030034,Taliban
201208030035,Taliban
201208040002,Al-Qaida in the Arabian Peninsula (AQAP)
201208040010,Taliban
201208040014,Maoists
201208040015,Separatists
201208040017,Taliban
201208040020,Al-Shabaab
201208040022,Maoists
201208050002,Kurdistan Workers' Party (PKK)
201208050006,White supremacists/nationalists
201208050009,Boko Haram
201208050010,Boko Haram
201208050011,Boko Haram
201208050012,Bangsamoro Islamic Freedom Movement (BIFM)
201208050036,Gbagbo Loyalists
201208060012,Abdullah Azzam Brigades
201208060013,Free Syrian Army
201208060015,Boko Haram
201208060017,Taliban
201208060019,Anti-Muslim extremists
201208060020,Al-Shabaab
201208060022,Boko Haram
201208060024,Maoists
201208060025,Kurdistan Workers' Party (PKK)
201208060029,New People's Army (NPA)
201208070001,Taliban
201208070002,Taliban
201208070004,Maoists
201208070008,Lashkar-e-Islam (Pakistan)
201208070013,Bangsamoro Islamic Freedom Movement (BIFM)
201208070014,Bangsamoro Islamic Freedom Movement (BIFM)
201208070020,Tehrik-i-Taliban Pakistan (TTP)
201208070032,Maoists
201208080001,Separatists
201208080006,Pakistani People's Party (PPP)
201208080010,Al-Qaida in the Arabian Peninsula (AQAP)
201208080015,Taliban
201208080017,Revolutionary Armed Forces of Colombia (FARC)
201208080019,Maoists
201208080022,Taliban
201208080024,Al-Qaida in Iraq
201208090006,Baloch Republican Army (BRA)
201208090008,Kurdistan Freedom Hawks (TAK)
201208090011,United Liberation Front of Assam (ULFA)
201208090028,Boko Haram
201208090029,Tehrik-i-Taliban Pakistan (TTP)
201208090031,Akhil Terai Mukti Morcha (ATMM)
201208090033,United Liberation Front of Assam (ULFA)
201208090035,Bangsamoro Islamic Freedom Movement (BIFM)
201208090039,Taliban
201208100009,Islamic Movement of Kashmir
201208100010,Taliban
201208100012,Bangsamoro Islamic Freedom Movement (BIFM)
201208100016,Revolutionary Armed Forces of Colombia (FARC)
201208100017,Revolutionary Armed Forces of Colombia (FARC)
201208100018,Revolutionary Armed Forces of Colombia (FARC)
201208100027,Proletariat Self-defense Groups
201208100027,Conspiracy of Cells of Fire
201208110001,Taliban
201208110005,Al-Qaida in Iraq
201208110008,Bangsamoro Islamic Freedom Movement (BIFM)
201208110014,Taliban
201208110018,Taliban
201208110019,Separatists
201208110024,Lashkar-e-Islam (Pakistan)
201208110025,Tehrik-i-Taliban Pakistan (TTP)
201208110029,Bangsamoro Islamic Freedom Movement (BIFM)
201208110030,Bangsamoro Islamic Freedom Movement (BIFM)
201208110031,Bangsamoro Islamic Freedom Movement (BIFM)
201208120001,Kurdistan Workers' Party (PKK)
201208120005,Lashkar-e-Islam (Pakistan)
201208120008,Taliban
201208120010,Al-Qaida in Iraq
201208120011,Al-Qaida in Iraq
201208120024,Maoists
201208130001,Communist Party of India - Maoist (CPI-Maoist)
201208130004,Kurdistan Workers' Party (PKK)
201208130006,Taliban
201208130008,Bangsamoro Islamic Freedom Movement (BIFM)
201208130017,Tehrik-i-Taliban Pakistan (TTP)
201208130020,Taliban
201208130021,National Democratic Front of Bodoland (NDFB)
201208130024,Liberation and Justice Movement (LJM)
201208130025,Maoists
201208140005,Kurdistan Workers' Party (PKK)
201208140009,Taliban
201208140010,Taliban
201208140011,Taliban
201208140018,Boko Haram
201208140019,Dissident Republican Guard
201208140022,Revolutionary Armed Forces of Colombia (FARC)
201208140023,Revolutionary Armed Forces of Colombia (FARC)
201208140025,Taliban
201208140026,Taliban
201208140034,Kurdistan Workers' Party (PKK)
201208140035,Muslim extremists
201208150003,Al-Qaida in Iraq
201208150005,Free Syrian Army
201208150006,Coordination Committee (CORCOM)
201208150009,Boko Haram
201208150010,Boko Haram
201208150012,Ansar Bayt al-Maqdis (Ansar Jerusalem)
201208150014,Taliban
201208150027,Revolutionary Armed Forces of Colombia (FARC)
201208150033,Al-Qaida in the Arabian Peninsula (AQAP)
201208150040,Coordination Committee (CORCOM)
201208150041,Coordination Committee (CORCOM)
201208150042,Tehrik-i-Taliban Pakistan (TTP)
201208150043,Maoists
201208150053,Kurdistan Workers' Party (PKK)
201208150058,Al-Shabaab
201208150059,Pro-LGBT Rights extremists
201208160002,Al-Qaida in Iraq
201208160003,Israeli extremists
201208160005,Al-Qaida in Iraq
201208160006,Al-Qaida in Iraq
201208160007,Al-Qaida in Iraq
201208160008,Al-Qaida in Iraq
201208160009,Al-Qaida in Iraq
201208160011,Al-Qaida in Iraq
201208160013,Al-Qaida in Iraq
201208160014,Al-Qaida in Iraq
201208160015,Al-Qaida in Iraq
201208160016,Al-Qaida in Iraq
201208160018,Tehrik-i-Taliban Pakistan (TTP)
201208160023,Abu Sayyaf Group (ASG)
201208160024,Abu Sayyaf Group (ASG)
201208160031,Boko Haram
201208160033,Revolutionary Armed Forces of Colombia (FARC)
201208160034,Revolutionary Armed Forces of Colombia (FARC)
201208160037,Jaish-e-Islam
201208160044,Kurdistan Workers' Party (PKK)
201208170002,Lashkar-e-Jhangvi
201208170009,Kurdistan Workers' Party (PKK)
201208170010,Tehrik-i-Taliban Pakistan (TTP)
201208170015,Jamaah Ansharut Tauhid (JAT)
201208170019,Kurdistan Workers' Party (PKK)
201208170021,Al-Shabaab
201208180004,Al-Qaida in the Arabian Peninsula (AQAP)
201208180007,Tehrik-i-Taliban Pakistan (TTP)
201208180008,Taliban
201208180012,Jamaah Ansharut Tauhid (JAT)
201208190002,Al-Qaida in the Arabian Peninsula (AQAP)
201208190004,Caucasus Emirate
201208190007,Taliban
201208190009,Taliban
201208190016,Revolutionary Armed Forces of Colombia (FARC)
201208200001,Kurdistan Workers' Party (PKK)
201208200003,Qaddafi loyalists
201208200004,Qaddafi loyalists
201208200005,Qaddafi loyalists
201208200007,Taliban
201208200010,Boko Haram
201208200011,Boko Haram
201208200013,Muslim extremists
201208200015,Maoists
201208200018,New People's Army (NPA)
201208200019,Kangleipak Communist Party (KCP)
201208210001,Israeli extremists
201208210002,Al-Qaida in the Arabian Peninsula (AQAP)
201208210003,Baloch Republican Army (BRA)
201208210005,Revolutionary Armed Forces of Colombia (FARC)
201208210006,Boko Haram
201208210007,Boko Haram
201208210020,Kurdistan Workers' Party (PKK)
201208220004,Bangsamoro Islamic Freedom Movement (BIFM)
201208220012,Boko Haram
201208220018,Al-Qaida in the Arabian Peninsula (AQAP)
201208230004,Kurdistan Workers' Party (PKK)
201208230005,Tehrik-i-Taliban Pakistan (TTP)
201208230007,Taliban
201208230008,Taliban
201208230009,Maoists
201208240002,Tehrik-i-Taliban Pakistan (TTP)
201208240011,Muslim extremists
201208250002,Boko Haram
201208250003,Revolutionary Armed Forces of Colombia (FARC)
201208250012,Maoists
201208250016,Muslim extremists
201208250020,Muslim extremists
201208250021,Muslim extremists
201208250023,Tehrik-i-Taliban Pakistan (TTP)
201208260001,Taliban
201208260003,Revolutionary Armed Forces of Colombia (FARC)
201208260015,Palestinian Extremists
201208260019,Taliban
201208270003,Taliban
201208270006,Baloch Republican Army (BRA)
201208270007,Baloch Republican Army (BRA)
201208270008,Kurdistan Workers' Party (PKK)
201208270010,Jaish-e-Islam
201208280001,Muslim extremists
201208280002,Muslim extremists
201208280003,Boko Haram
201208280012,Taliban
201208280016,Runda Kumpulan Kecil (RKK)
201208290002,Taliban
201208290008,Maoists
201208290023,Separatists
201208300004,Al-Qaida in the Arabian Peninsula (AQAP)
201208300005,Revolutionary Armed Forces of Colombia (FARC)
201208300006,Taliban
201208300008,New People's Army (NPA)
201208300013,Bangsamoro Islamic Freedom Movement (BIFM)
201208300020,Kurdistan Workers' Party (PKK)
201208300021,Garo National Liberation Army
201208310001,Tehrik-i-Taliban Pakistan (TTP)
201208310002,Revolutionary Armed Forces of Colombia (FARC)
201208310005,Kurdistan Workers' Party (PKK)
201208310010,Baloch Republican Army (BRA)
201208310015,Maoists
201209010001,Taliban
201209010003,New People's Army (NPA)
201209010006,Tehrik-i-Taliban Pakistan (TTP)
201209010007,Lashkar-e-Jhangvi
201209010008,Lashkar-e-Jhangvi
201209010012,Taliban
201209010016,Separatists
201209010017,Separatists
201209010018,Taliban
201209010020,Free Syrian Army
201209020002,Kurdistan Workers' Party (PKK)
201209020018,Kurdistan Workers' Party (PKK)
201209020019,Kurdistan Workers' Party (PKK)
201209020020,Kurdistan Workers' Party (PKK)
201209020022,Taliban
201209020026,Tehrik-i-Taliban Pakistan (TTP)
201209020036,Al-Shabaab
201209020038,Boko Haram
201209020039,Boko Haram
201209020041,Taliban
201209030001,Tehrik-i-Taliban Pakistan (TTP)
201209030012,Kurdistan Workers' Party (PKK)
201209030015,Taliban
201209030021,Maoists
201209040001,Taliban
201209040006,Taliban
201209040012,Paraguayan People's Army (EPP)
201209040013,Paraguayan People's Army (EPP)
201209040014,Communist Party of India - Maoist (CPI-Maoist)
201209040015,Revolutionary Armed Forces of Colombia (FARC)
201209040016,Boko Haram
201209040021,New People's Army (NPA)
201209040054,Israeli extremists
201209040055,Taliban
201209050009,Boko Haram
201209050010,Boko Haram
201209050011,Boko Haram
201209050012,Boko Haram
201209050013,Boko Haram
201209050014,Boko Haram
201209050015,Boko Haram
201209050016,Boko Haram
201209050017,Boko Haram
201209050018,Boko Haram
201209050019,Boko Haram
201209050020,Boko Haram
201209050021,Boko Haram
201209050022,Boko Haram
201209050023,Boko Haram
201209050024,Boko Haram
201209050025,Boko Haram
201209050026,Boko Haram
201209050027,Boko Haram
201209050028,Boko Haram
201209050029,Boko Haram
201209050036,Al-Qaida in Iraq
201209060003,United Liberation Front of Assam (ULFA)
201209060004,Kurdistan Workers' Party (PKK)
201209060005,Boko Haram
201209060006,Boko Haram
201209060007,Boko Haram
201209060008,Boko Haram
201209060009,Boko Haram
201209060010,Boko Haram
201209060015,Al-Shabaab
201209060018,Lashkar-e-Islam (Pakistan)
201209060019,Boko Haram
201209070001,Muslim extremists
201209070012,Taliban
201209070018,Abu Sayyaf Group (ASG)
201209070020,Maoists
201209070022,New People's Army (NPA)
201209070023,Muslim extremists
201209080001,People's Liberation Army (India)
201209080002,Taliban
201209080003,United Liberation Front of Assam (ULFA)
201209080006,Al-Qaida in Iraq
201209080007,Al-Qaida in Iraq
201209080008,Al-Qaida in Iraq
201209080009,Al-Qaida in Iraq
201209080010,Al-Qaida in Iraq
201209080012,Lashkar-e-Islam (Pakistan)
201209080018,Separatists
201209080020,Revolutionary Armed Forces of Colombia (FARC)
201209090002,Al-Qaida in Iraq
201209090003,Al-Qaida in Iraq
201209090004,Al-Qaida in Iraq
201209090005,Al-Qaida in Iraq
201209090006,Al-Qaida in Iraq
201209090007,Al-Qaida in Iraq
201209090008,Al-Qaida in Iraq
201209090009,Al-Qaida in Iraq
201209090010,Al-Qaida in Iraq
201209090011,Al-Qaida in Iraq
201209090012,Al-Qaida in Iraq
201209090013,Al-Qaida in Iraq
201209090014,Al-Qaida in Iraq
201209090015,Al-Qaida in Iraq
201209090016,Al-Qaida in Iraq
201209090017,Al-Qaida in Iraq
201209090018,Al-Qaida in Iraq
201209090019,Al-Qaida in Iraq
201209090020,Al-Qaida in Iraq
201209090022,Al-Qaida in Iraq
201209090023,Al-Qaida in Iraq
201209090024,Al-Qaida in Iraq
201209090025,Al-Qaida in Iraq
201209090026,Al-Qaida in Iraq
201209090027,Al-Qaida in Iraq
201209090028,Al-Qaida in Iraq
201209090029,Al-Qaida in Iraq
201209090033,Al-Qaida in Iraq
201209090034,Al-Qaida in Iraq
201209090035,Al-Qaida in Iraq
201209090036,Taliban
201209090037,Taliban
201209090038,Tehrik-i-Taliban Pakistan (TTP)
201209090045,Free Syrian Army
201209090048,Al-Qaida in Iraq
201209090049,Al-Qaida in Iraq
201209090050,Al-Qaida in Iraq
201209090056,Taliban
201209090057,Kurdistan Workers' Party (PKK)
201209100002,Tehrik-i-Taliban Pakistan (TTP)
201209100004,Taliban
201209100006,Lashkar-e-Balochistan
201209100007,Lashkar-e-Taiba (LeT)
201209100008,Separatists
201209100012,Corsican National Liberation Front (FLNC)
201209100017,Corsican National Liberation Front (FLNC)
201209100018,Corsican National Liberation Front (FLNC)
201209100019,Corsican National Liberation Front (FLNC)
201209100020,Corsican National Liberation Front (FLNC)
201209100021,Corsican National Liberation Front (FLNC)
201209100022,Corsican National Liberation Front (FLNC)
201209100030,Taliban
201209100032,Fulani extremists
201209110002,Al-Qaida in the Islamic Maghreb (AQIM)
201209110002,Ansar al-Sharia (Libya)
201209110003,Devrimici Halk Kurtulus Cephesi (DHKP/C)
201209110004,Al-Qaida in the Arabian Peninsula (AQAP)
201209110005,United Liberation Front of Assam (ULFA)
201209110008,Taliban
201209110016,Tribesmen
201209120002,People's Liberation Army (India)
201209120003,Al-Qaida in the Islamic Maghreb (AQIM)
201209120003,Ansar al-Sharia (Libya)
201209120004,Al-Shabaab
201209120005,Al-Qaida in the Arabian Peninsula (AQAP)
201209130001,People's Liberation Army (India)
201209130002,United Baloch Army (UBA)
201209130027,New People's Army (NPA)
201209140001,People's Liberation Army (India)
201209140007,United Liberation Front of Assam (ULFA)
201209140012,Taliban
201209140016,Ansar al-Sharia (Tunisia)
201209140017,Ansar al-Sharia (Tunisia)
