eventid,attacktype
201008080022,Bombing/Explosion
201008080023,Bombing/Explosion
201008080024,Bombing/Explosion
201008080025,Assassination
201008090001,Bombing/Explosion
201008090002,Assassination
201008090004,Assassination
201008090005,Bombing/Explosion
201008090008,Bombing/Explosion
201008090009,Bombing/Explosion
201008090010,Armed Assault
201008090011,Armed Assault
201008090012,Bombing/Explosion
201008100001,Bombing/Explosion
201008100002,Armed Assault
201008100003,Bombing/Explosion
201008100006,Bombing/Explosion
201008100007,Bombing/Explosion
201008100008,Bombing/Explosion
201008100009,Armed Assault
201008100009,Hostage Taking (Kidnapping)
201008100010,Assassination
201008100011,Bombing/Explosion
201008100012,Bombing/Explosion
201008100013,Bombing/Explosion
201008100014,Bombing/Explosion
201008100015,Bombing/Explosion
201008110001,Armed Assault
201008110002,Bombing/Explosion
201008110003,Bombing/Explosion
201008110004,Bombing/Explosion
201008110005,Bombing/Explosion
201008110008,Bombing/Explosion
201008110009,Bombing/Explosion
201008110011,Bombing/Explosion
201008110012,Armed Assault
201008120001,Facility/Infrastructure Attack
201008120004,Bombing/Explosion
201008120005,Armed Assault
201008120006,Bombing/Explosion
201008120007,Bombing/Explosion
201008120008,Armed Assault
201008120008,Hostage Taking (Kidnapping)
201008120009,Bombing/Explosion
201008120010,Bombing/Explosion
201008120011,Assassination
201008130001,Bombing/Explosion
201008130002,Assassination
201008130003,Assassination
201008130004,Armed Assault
201008130005,Armed Assault
201008130005,Facility/Infrastructure Attack
201008130006,Bombing/Explosion
201008130007,Facility/Infrastructure Attack
201008130008,Bombing/Explosion
201008130009,Armed Assault
201008130011,Assassination
201008130014,Bombing/Explosion
201008130015,Bombing/Explosion
201008140001,Armed Assault
201008140003,Armed Assault
201008140005,Bombing/Explosion
201008140006,Armed Assault
201008140006,Hostage Taking (Kidnapping)
201008140007,Bombing/Explosion
201008140008,Bombing/Explosion
201008140009,Facility/Infrastructure Attack
201008140010,Bombing/Explosion
201008140011,Hostage Taking (Kidnapping)
201008150001,Assassination
201008150002,Armed Assault
201008150003,Bombing/Explosion
201008150004,Bombing/Explosion
201008150005,Bombing/Explosion
201008150006,Bombing/Explosion
201008150007,Bombing/Explosion
201008150008,Bombing/Explosion
201008150009,Bombing/Explosion
201008150010,Bombing/Explosion
201008150011,Unarmed Assault
201008150012,Hostage Taking (Kidnapping)
201008150013,Armed Assault
201008150013,Hostage Taking (Kidnapping)
201008150015,Bombing/Explosion
201008150016,Bombing/Explosion
201008160001,Hostage Taking (Kidnapping)
201008160002,Armed Assault
201008160003,Armed Assault
201008160005,Bombing/Explosion
201008160006,Armed Assault
201008160006,Bombing/Explosion
201008160007,Armed Assault
201008160008,Bombing/Explosion
201008160010,Armed Assault
201008160011,Armed Assault
201008160012,Bombing/Explosion
201008160013,Assassination
201008160015,Bombing/Explosion
201008170001,Bombing/Explosion
201008170002,Bombing/Explosion
201008170003,Bombing/Explosion
201008170004,Assassination
201008170005,Bombing/Explosion
201008170006,Armed Assault
201008170007,Armed Assault
201008170009,Bombing/Explosion
201008170010,Bombing/Explosion
201008170012,Armed Assault
201008170013,Bombing/Explosion
201008170014,Armed Assault
201008170015,Bombing/Explosion
201008170016,Armed Assault
201008170017,Armed Assault
201008170018,Armed Assault
201008170019,Bombing/Explosion
201008170020,Bombing/Explosion
201008180002,Armed Assault
201008180003,Armed Assault
201008180004,Armed Assault
201008180005,Armed Assault
201008180005,Hostage Taking (Kidnapping)
201008180006,Armed Assault
201008180007,Bombing/Explosion
201008180008,Armed Assault
201008180009,Bombing/Explosion
201008180012,Armed Assault
201008180013,Armed Assault
201008180014,Assassination
201008180015,Bombing/Explosion
201008180016,Armed Assault
201008190001,Bombing/Explosion
201008190002,Armed Assault
201008190003,Bombing/Explosion
201008190004,Assassination
201008190009,Bombing/Explosion
201008190010,Bombing/Explosion
201008190011,Assassination
201008190012,Bombing/Explosion
201008190013,Bombing/Explosion
201008200001,Bombing/Explosion
201008200003,Armed Assault
201008210001,Facility/Infrastructure Attack
201008210001,Armed Assault
201008210002,Assassination
201008210003,Armed Assault
201008210004,Hostage Taking (Kidnapping)
201008210005,Assassination
201008210006,Bombing/Explosion
201008210007,Bombing/Explosion
201008210008,Assassination
201008210010,Bombing/Explosion
201008210011,Assassination
201008210012,Armed Assault
201008210013,Assassination
201008210014,Bombing/Explosion
201008220001,Armed Assault
201008220002,Bombing/Explosion
201008220004,Bombing/Explosion
201008220005,Assassination
201008220006,Bombing/Explosion
201008220007,Bombing/Explosion
201008220008,Bombing/Explosion
201008220009,Bombing/Explosion
201008220010,Bombing/Explosion
201008220011,Bombing/Explosion
201008220012,Bombing/Explosion
201008220013,Bombing/Explosion
201008220014,Bombing/Explosion
201008220015,Bombing/Explosion
201008220016,Armed Assault
201008220016,Hostage Taking (Kidnapping)
201008220017,Facility/Infrastructure Attack
201008220018,Armed Assault
201008220019,Armed Assault
201008230001,Armed Assault
201008230002,Bombing/Explosion
201008230003,Armed Assault
201008230004,Bombing/Explosion
201008230006,Hostage Taking (Kidnapping)
201008230006,Armed Assault
201008230007,Hostage Taking (Kidnapping)
201008230008,Bombing/Explosion
201008230009,Bombing/Explosion
201008230010,Bombing/Explosion
201008230011,Assassination
201008230012,Facility/Infrastructure Attack
201008230012,Armed Assault
201008230013,Bombing/Explosion
201008230014,Bombing/Explosion
201008230015,Bombing/Explosion
201008230016,Armed Assault
201008230017,Hostage Taking (Kidnapping)
201008230017,Armed Assault
201008240003,Bombing/Explosion
201008240003,Armed Assault
201008240004,Armed Assault
201008240004,Hostage Taking (Kidnapping)
201008240006,Armed Assault
201008240006,Hostage Taking (Kidnapping)
201008240007,Bombing/Explosion
201008240008,Hostage Taking (Kidnapping)
201008240009,Armed Assault
201008240010,Assassination
201008240011,Bombing/Explosion
201008240012,Armed Assault
201008240014,Bombing/Explosion
201008240015,Assassination
201008240016,Bombing/Explosion
201008240017,Armed Assault
201008250001,Bombing/Explosion
201008250002,Bombing/Explosion
201008250003,Bombing/Explosion
201008250004,Bombing/Explosion
201008250005,Armed Assault
201008250007,Hostage Taking (Kidnapping)
201008250007,Armed Assault
201008250008,Unarmed Assault
201008250010,Bombing/Explosion
201008250011,Assassination
201008250012,Armed Assault
201008250013,Armed Assault
201008250014,Bombing/Explosion
201008250015,Armed Assault
201008250019,Bombing/Explosion
201008250020,Assassination
201008250022,Bombing/Explosion
201008250023,Bombing/Explosion
201008250024,Armed Assault
201008250025,Bombing/Explosion
201008250026,Bombing/Explosion
201008250027,Bombing/Explosion
201008250028,Bombing/Explosion
201008250029,Bombing/Explosion
201008250030,Bombing/Explosion
201008250032,Bombing/Explosion
201008250033,Bombing/Explosion
201008250034,Bombing/Explosion
201008250037,Bombing/Explosion
201008250039,Bombing/Explosion
201008250040,Bombing/Explosion
201008250041,Bombing/Explosion
201008250042,Bombing/Explosion
201008250043,Bombing/Explosion
201008260001,Bombing/Explosion
201008260002,Armed Assault
201008260003,Facility/Infrastructure Attack
201008260004,Armed Assault
201008260005,Bombing/Explosion
201008260006,Hostage Taking (Kidnapping)
201008260008,Bombing/Explosion
201008260009,Bombing/Explosion
201008260012,Armed Assault
201008260013,Assassination
201008260014,Bombing/Explosion
201008270001,Armed Assault
201008270002,Bombing/Explosion
201008270004,Bombing/Explosion
201008270005,Hostage Taking (Kidnapping)
201008270006,Armed Assault
201008270007,Hostage Taking (Kidnapping)
201008280001,Armed Assault
201008280002,Armed Assault
201008280002,Hostage Taking (Kidnapping)
201008280003,Armed Assault
201008280005,Bombing/Explosion
201008280007,Facility/Infrastructure Attack
201008280008,Armed Assault
201008280009,Bombing/Explosion
201008280010,Bombing/Explosion
201008290001,Hostage Taking (Kidnapping)
201008290001,Armed Assault
201008290002,Hostage Taking (Kidnapping)
201008290003,Armed Assault
201008290004,Assassination
201008290007,Hostage Taking (Kidnapping)
201008290008,Hostage Taking (Kidnapping)
201008290009,Assassination
201008290010,Bombing/Explosion
201008300001,Bombing/Explosion
201008300002,Bombing/Explosion
201008300003,Hostage Taking (Kidnapping)
201008300004,Bombing/Explosion
201008300005,Unarmed Assault
201008300006,Armed Assault
201008300007,Bombing/Explosion
201008300008,Bombing/Explosion
201008300009,Assassination
201008300010,Armed Assault
201008300010,Facility/Infrastructure Attack
201008310001,Armed Assault
201008310002,Armed Assault
201008310003,Assassination
201008310004,Facility/Infrastructure Attack
201008310006,Bombing/Explosion
201008310007,Armed Assault
201008310008,Assassination
201008310009,Assassination
201008310010,Hostage Taking (Kidnapping)
201008310010,Armed Assault
201008310011,Bombing/Explosion
201008310013,Armed Assault
201009010001,Bombing/Explosion
201009010002,Bombing/Explosion
201009010003,Bombing/Explosion
201009010004,Armed Assault
201009010005,Armed Assault
201009010006,Bombing/Explosion
201009010008,Hostage Taking (Kidnapping)
201009010008,Armed Assault
201009010009,Armed Assault
201009010010,Bombing/Explosion
201009010012,Bombing/Explosion
201009010013,Bombing/Explosion
201009010014,Bombing/Explosion
201009010015,Armed Assault
201009010015,Facility/Infrastructure Attack
201009010016,Hostage Taking (Kidnapping)
201009010017,Armed Assault
201009010019,Armed Assault
201009010019,Hostage Taking (Kidnapping)
201009010020,Armed Assault
201009010022,Hostage Taking (Barricade Incident)
201009020001,Bombing/Explosion
201009020002,Armed Assault
201009020003,Hostage Taking (Kidnapping)
201009020010,Armed Assault
201009020011,Bombing/Explosion
201009020012,Armed Assault
201009020013,Assassination
201009020015,Armed Assault
201009020015,Bombing/Explosion
201009020016,Assassination
201009020017,Armed Assault
201009020020,Armed Assault
201009020021,Armed Assault
201009020022,Armed Assault
201009020023,Armed Assault
201009020024,Bombing/Explosion
201009020025,Bombing/Explosion
201009030001,Bombing/Explosion
201009030002,Bombing/Explosion
201009030003,Bombing/Explosion
201009030004,Bombing/Explosion
201009030007,Assassination
201009030010,Armed Assault
201009030012,Armed Assault
201009030014,Bombing/Explosion
201009030014,Armed Assault
201009030015,Hostage Taking (Kidnapping)
201009030016,Bombing/Explosion
201009040001,Armed Assault
201009040004,Armed Assault
201009040006,Armed Assault
201009040006,Facility/Infrastructure Attack
201009040007,Armed Assault
201009040009,Bombing/Explosion
201009040010,Facility/Infrastructure Attack
201009040010,Armed Assault
201009040010,Hostage Taking (Kidnapping)
201009040011,Armed Assault
201009040012,Facility/Infrastructure Attack
201009040012,Hostage Taking (Kidnapping)
201009040013,Bombing/Explosion
201009040014,Bombing/Explosion
201009040016,Bombing/Explosion
201009040018,Hostage Taking (Kidnapping)
201009040018,Armed Assault
201009040019,Hostage Taking (Kidnapping)
201009040019,Armed Assault
201009040020,Armed Assault
201009040022,Armed Assault
201009040023,Bombing/Explosion
201009040024,Bombing/Explosion
201009050001,Bombing/Explosion
201009050002,Bombing/Explosion
201009050004,Armed Assault
201009050005,Armed Assault
201009050006,Assassination
201009050007,Armed Assault
201009050008,Bombing/Explosion
201009050009,Bombing/Explosion
201009050010,Armed Assault
201009050010,Bombing/Explosion
201009050011,Armed Assault
201009050012,Hostage Taking (Kidnapping)
201009050013,Hostage Taking (Kidnapping)
201009050014,Bombing/Explosion
201009050017,Bombing/Explosion
201009050018,Facility/Infrastructure Attack
201009050018,Armed Assault
201009050019,Facility/Infrastructure Attack
201009050019,Armed Assault
201009050020,Armed Assault
201009050022,Armed Assault
201009050024,Facility/Infrastructure Attack
201009050025,Facility/Infrastructure Attack
201009050026,Facility/Infrastructure Attack
201009050027,Facility/Infrastructure Attack
201009050028,Facility/Infrastructure Attack
201009050029,Facility/Infrastructure Attack
201009050030,Facility/Infrastructure Attack
201009050031,Facility/Infrastructure Attack
201009050032,Facility/Infrastructure Attack
201009050033,Facility/Infrastructure Attack
201009050034,Facility/Infrastructure Attack
201009050035,Facility/Infrastructure Attack
201009050036,Facility/Infrastructure Attack
201009050037,Facility/Infrastructure Attack
201009050038,Facility/Infrastructure Attack
201009060001,Bombing/Explosion
201009060003,Armed Assault
201009060005,Bombing/Explosion
201009060006,Armed Assault
201009060008,Hostage Taking (Kidnapping)
201009060009,Bombing/Explosion
201009060010,Armed Assault
201009060011,Bombing/Explosion
201009060012,Facility/Infrastructure Attack
201009060014,Assassination
201009060015,Bombing/Explosion
201009060016,Armed Assault
201009060018,Assassination
201009060019,Assassination
201009060021,Armed Assault
201009060021,Bombing/Explosion
201009060023,Armed Assault
201009070001,Armed Assault
201009070002,Bombing/Explosion
201009070003,Bombing/Explosion
201009070004,Armed Assault
201009070006,Armed Assault
201009070007,Bombing/Explosion
201009070008,Bombing/Explosion
201009070009,Bombing/Explosion
201009070010,Armed Assault
201009070012,Facility/Infrastructure Attack
201009070013,Assassination
201009070017,Hostage Taking (Kidnapping)
201009070018,Bombing/Explosion
201009070019,Bombing/Explosion
201009070020,Assassination
201009070021,Bombing/Explosion
201009070022,Hostage Taking (Kidnapping)
201009070023,Bombing/Explosion
201009070025,Armed Assault
201009070025,Hostage Taking (Kidnapping)
201009070027,Bombing/Explosion
201009070028,Bombing/Explosion
201009080002,Bombing/Explosion
201009080003,Bombing/Explosion
201009080004,Armed Assault
201009080005,Armed Assault
201009080008,Facility/Infrastructure Attack
201009080010,Armed Assault
201009080011,Assassination
201009080012,Armed Assault
201009080013,Bombing/Explosion
201009080014,Armed Assault
201009080015,Armed Assault
201009080016,Bombing/Explosion
201009080017,Bombing/Explosion
201009080019,Assassination
201009080020,Bombing/Explosion
201009080021,Armed Assault
201009080022,Armed Assault
201009090001,Armed Assault
201009090003,Bombing/Explosion
201009090004,Facility/Infrastructure Attack
201009090004,Armed Assault
201009090005,Armed Assault
201009090007,Assassination
201009090008,Armed Assault
201009090009,Bombing/Explosion
201009090010,Bombing/Explosion
201009090011,Armed Assault
201009090012,Bombing/Explosion
201009090014,Bombing/Explosion
201009090015,Bombing/Explosion
201009090016,Bombing/Explosion
